id_poligono;id_distrito;nombre_distrito;provincia;id_seccion;nombre_seccion;localidad;score_promedio;q_geo;indice_geo;q_estimada;q_personaspriorizadas;indice_hogares;hogares_estimados;observado;shape_texto
3879;23;Tucuman;TUCUMAN;15;"Yerba Buena";"SAN MIGUEL DE TUCUMAN";48.16102941176468;273;0.4383;622.8611;229;2.79776;222.62883892687995;1;"POLYGON((-26.8039050000003 -65.3241280000001,-26.8060890000003 -65.3220250000001,-26.8064530000003 -65.3195140000001,-26.8060890000003 -65.3194500000001,-26.8063570000003 -65.3183980000001,-26.8070460000003 -65.3182050000001,-26.8072760000003 -65.3171320000001,-26.8086740000003 -65.3174540000001,-26.8074480000003 -65.3250500000001,-26.8039050000003 -65.3241280000001))"
3880;23;Tucuman;TUCUMAN;15;"Yerba Buena";"SAN MIGUEL DE TUCUMAN";35.85;1;0.4383;2.2815;0;2.79776;0.8154902522620757;1;"POLYGON((-26.8305720000003 -65.2918880000001,-26.8314520000003 -65.2914910000001,-26.8322950000003 -65.2938290000001,-26.8320170000003 -65.2939690000001,-26.8323040000003 -65.2949020000001,-26.8300830000003 -65.2945700000001,-26.8305720000003 -65.2918880000001))"
3881;23;Tucuman;TUCUMAN;15;"Yerba Buena";"SAN MIGUEL DE TUCUMAN";50.70851162790695;215;0.4383;490.5316;213;2.79776;175.33040428316954;1;"POLYGON((-26.8263490000003 -65.3029170000001,-26.8275460000003 -65.3030880000001,-26.8271150000003 -65.3058670000001,-26.8273830000003 -65.3059320000001,-26.8265410000003 -65.3108450000001,-26.8222710000003 -65.3071980000001,-26.8226060000003 -65.3049980000001,-26.8259950000003 -65.3056200000001,-26.8263490000003 -65.3029170000001))"
3882;23;Tucuman;TUCUMAN;2;Lules;"SAN MIGUEL DE TUCUMAN";32.32333333333333;6;0.3329;18.0234;3;2.79776;6.442103532295506;1;"POLYGON((-26.8265220000003 -65.3108350000001,-26.8273550000003 -65.3059420000001,-26.8330320000003 -65.3067360000001,-26.8321900000003 -65.3116500000001,-26.8317590000003 -65.3135380000001,-26.8307820000003 -65.3150190000001,-26.8287430000003 -65.3164670000001,-26.8293460000003 -65.3123470000001,-26.8284750000003 -65.3120790000001,-26.8275270000003 -65.3116610000001,-26.8265220000003 -65.3108350000001))"
3883;23;Tucuman;TUCUMAN;15;"Yerba Buena";"SAN MIGUEL DE TUCUMAN";50.55166666666668;168;0.4383;383.2991;162;2.79776;137.00236241648653;1;"POLYGON((-26.8237930000003 -65.3085390000001,-26.8266080000003 -65.3109740000001,-26.8253150000003 -65.3190740000001,-26.8238310000003 -65.3200080000001,-26.8235150000003 -65.3200510000001,-26.8242430000003 -65.3150300000001,-26.8227690000003 -65.3146970000001,-26.8237930000003 -65.3085390000001))"
3884;23;Tucuman;TUCUMAN;15;"Yerba Buena";"SAN MIGUEL DE TUCUMAN";50.2953703703704;54;0.4383;123.2033;52;2.79776;44.03647363358983;1;"POLYGON((-26.8178280000003 -65.3169610000001,-26.8181630000003 -65.3150830000001,-26.8181350000003 -65.3148790000001,-26.8187190000003 -65.3115860000001,-26.8188910000003 -65.3106310000001,-26.8204610000003 -65.3111350000001,-26.8193510000003 -65.3176150000001,-26.8178280000003 -65.3169610000001))"
3885;23;Tucuman;TUCUMAN;2;Lules;"SAN MIGUEL DE TUCUMAN";35.29505988023948;668;0.3329;2006.6086;302;2.79776;717.22085995249;1;"POLYGON((-26.8416100000003 -65.2862870000001,-26.8424140000003 -65.2813520000001,-26.8444050000003 -65.2817810000001,-26.8440600000003 -65.2843020000001,-26.8439450000003 -65.2844740000001,-26.8435720000003 -65.2866840000001,-26.8416100000003 -65.2862870000001))"
3886;23;Tucuman;TUCUMAN;2;Lules;"SAN MIGUEL DE TUCUMAN";35.600670289855074;552;0.3329;1658.1556;271;2.79776;592.6735249904877;1;"POLYGON((-26.8416000000003 -65.2863090000001,-26.8435720000003 -65.2866520000001,-26.8429020000003 -65.2900740000001,-26.8410930000003 -65.2896770000001,-26.8416000000003 -65.2863090000001))"
3887;23;Tucuman;TUCUMAN;2;Lules;"SAN MIGUEL DE TUCUMAN";36.886090909090875;550;0.3329;1652.1478;315;2.79776;590.5261571463892;1;"POLYGON((-26.8435630000003 -65.2866950000001,-26.8438980000003 -65.2845380000001,-26.8440410000003 -65.2843020000001,-26.8443860000003 -65.2818130000001,-26.8463100000003 -65.2821990000001,-26.8454770000003 -65.2870600000001,-26.8435630000003 -65.2866950000001))"
3888;23;Tucuman;TUCUMAN;2;Lules;"SAN MIGUEL DE TUCUMAN";36.24425141242937;708;0.3329;2126.7648;368;2.79776;760.1682168358897;1;"POLYGON((-26.8458600000003 -65.2846880000001,-26.8481290000003 -65.2851610000001,-26.8471520000003 -65.2909220000001,-26.8449220000003 -65.2904820000001,-26.8458600000003 -65.2846880000001))"
3889;23;Tucuman;TUCUMAN;2;Lules;"SAN MIGUEL DE TUCUMAN";36.049119718309825;284;0.3329;853.1090;138;2.79776;304.9262338719953;1;"POLYGON((-26.8481000000003 -65.2852520000001,-26.8484880000003 -65.2826770000001,-26.8489420000003 -65.2801980000001,-26.8511580000003 -65.2830470000001,-26.8510630000003 -65.2832510000001,-26.8516270000003 -65.2840180000001,-26.8512830000003 -65.2859010000001,-26.8481000000003 -65.2852520000001))"
3890;23;Tucuman;TUCUMAN;2;Lules;"SAN MIGUEL DE TUCUMAN";35.94267105263163;1521;0.3329;4568.9396;791;2.79776;1633.0732454907038;1;"POLYGON((-26.8473920000003 -65.2894630000001,-26.8480520000003 -65.2852570000001,-26.8506270000003 -65.2857830000001,-26.8496220000003 -65.2914580000001,-26.8483490000003 -65.2911580000001,-26.8485880000003 -65.2897100000001,-26.8473920000003 -65.2894630000001))"
3891;23;Tucuman;TUCUMAN;1;Capital;"SAN MIGUEL DE TUCUMAN";37.485517241379306;29;0.7023;41.2929;12;2.79776;14.759293680935105;1;"POLYGON((-26.8277380000003 -65.2674150000001,-26.8283410000003 -65.2645720000001,-26.8288960000003 -65.2646680000001,-26.8290400000003 -65.2644860000001,-26.8304280000003 -65.2647010000001,-26.8299680000003 -65.2675220000001,-26.8299680000003 -65.2683910000001,-26.8288770000003 -65.2680160000001,-26.8277380000003 -65.2674150000001))"
3892;23;Tucuman;TUCUMAN;1;Capital;"SAN MIGUEL DE TUCUMAN";35.08697674418604;86;0.7023;122.4548;37;2.79776;43.768939881480044;1;"POLYGON((-26.8306580000003 -65.2689280000001,-26.8311460000003 -65.2666000000001,-26.8324100000003 -65.2670610000001,-26.8326680000003 -65.2659880000001,-26.8333770000003 -65.2662240000001,-26.8331370000003 -65.2672430000001,-26.8337880000003 -65.2674790000001,-26.8332520000003 -65.2695930000001,-26.8327160000003 -65.2693890000001,-26.8326010000003 -65.2694960000001,-26.8319690000003 -65.2692710000001,-26.8312900000003 -65.2690890000001,-26.8306580000003 -65.2689280000001))"
3893;23;Tucuman;TUCUMAN;1;Capital;"SAN MIGUEL DE TUCUMAN";22.462683673469364;980;0.7023;1395.4151;2;2.79776;498.7623381870588;0;"POLYGON((-26.8550110000003 -65.2018620000001,-26.8558530000003 -65.1980850000001,-26.8580360000003 -65.1988580000001,-26.8573270000003 -65.2018830000001,-26.8560830000003 -65.2015610000001,-26.8558340000003 -65.2024630000001,-26.8550110000003 -65.2018620000001))"
3894;23;Tucuman;TUCUMAN;12;"Cruz Alta";"SAN MIGUEL DE TUCUMAN";22.572507204610947;347;0.2974;1166.7787;9;2.79776;417.0410021812;1;"POLYGON((-26.8269240000003 -65.1477240000001,-26.8273360000003 -65.1457820000001,-26.8273450000003 -65.1455780000001,-26.8274980000003 -65.1454070000001,-26.8277860000003 -65.1439150000001,-26.8289150000003 -65.1444300000001,-26.8279290000003 -65.1500420000001,-26.8267610000003 -65.1496230000001,-26.8263300000003 -65.1494410000001,-26.8266270000003 -65.1481000000001,-26.8268090000003 -65.1480140000001,-26.8269240000003 -65.1477240000001))"
3895;23;Tucuman;TUCUMAN;12;"Cruz Alta";"SAN MIGUEL DE TUCUMAN";26.75338797814209;183;0.2974;615.3329;6;2.79776;219.93805014161265;1;"POLYGON((-26.8106470000003 -65.1338300000001,-26.8106370000003 -65.1333370000001,-26.8108670000003 -65.1332080000001,-26.8123130000003 -65.1328220000001,-26.8139020000003 -65.1322000000001,-26.8138740000003 -65.1325430000001,-26.8146680000003 -65.1322420000001,-26.8141900000003 -65.1347740000001,-26.8133470000003 -65.1345060000001,-26.8106470000003 -65.1338300000001))"
3896;23;Tucuman;TUCUMAN;12;"Cruz Alta";"SAN MIGUEL DE TUCUMAN";25.647535211267602;142;0.2974;477.4714;9;2.79776;170.6623121317158;1;"POLYGON((-26.8146680000003 -65.1507600000001,-26.8153580000003 -65.1477350000001,-26.8164680000003 -65.1480030000001,-26.8166500000003 -65.1474990000001,-26.8171770000003 -65.1477130000001,-26.8172730000003 -65.1479170000001,-26.8165350000003 -65.1512540000001,-26.8146680000003 -65.1507600000001))"
3897;23;Tucuman;TUCUMAN;15;"Yerba Buena";"SAN MIGUEL DE TUCUMAN";30.0375;4;0.4383;9.1262;0;2.79776;3.2619610097631617;1;"POLYGON((-26.7913980000003 -65.2620510000001,-26.7919630000003 -65.2588320000001,-26.7926050000003 -65.2593470000001,-26.7938790000003 -65.2627270000001,-26.7913980000003 -65.2620510000001))"
3898;23;Tucuman;TUCUMAN;16;"Tafi Viejo";"SAN MIGUEL DE TUCUMAN";25.475582706766932;532;0.3717;1431.2618;6;2.79776;511.57500380978894;1;"POLYGON((-26.7916090000003 -65.1908760000001,-26.7922890000003 -65.1875390000001,-26.7951810000003 -65.1881400000001,-26.7946540000003 -65.1903610000001,-26.7947310000003 -65.1904890000001,-26.7944440000003 -65.1915410000001,-26.7916090000003 -65.1908760000001))"
3899;23;Tucuman;TUCUMAN;1;Capital;"SAN MIGUEL DE TUCUMAN";24.658966074313415;619;0.7023;881.3897;28;2.79776;315.0345789161069;0;"POLYGON((-26.8001710000003 -65.1863050000001,-26.8008510000003 -65.1831940000001,-26.8021770000003 -65.1835160000001,-26.8022010000003 -65.1834030000001,-26.8036420000003 -65.1837460000001,-26.8029670000003 -65.1869920000001,-26.8001710000003 -65.1863050000001))"
3900;23;Tucuman;TUCUMAN;16;"Tafi Viejo";"SAN MIGUEL DE TUCUMAN";30.561841085271332;516;0.3717;1388.2163;93;2.79776;496.1892894095859;1;"POLYGON((-26.7792440000003 -65.2086000000001,-26.7802600000003 -65.2037930000001,-26.7818020000003 -65.2041900000001,-26.7806710000003 -65.2098760000001,-26.7799150000003 -65.2097150000001,-26.7792440000003 -65.2086000000001))"
3901;23;Tucuman;TUCUMAN;16;"Tafi Viejo";"SAN MIGUEL DE TUCUMAN";30.507410296411845;642;0.3717;1727.1994;104;2.79776;617.3517903118102;1;"POLYGON((-26.7738610000003 -65.2020440000001,-26.7739000000003 -65.2019370000001,-26.7745220000003 -65.1987400000001,-26.7752210000003 -65.1989440000001,-26.7771270000003 -65.2017120000001,-26.7774440000003 -65.2030630000001,-26.7738610000003 -65.2020440000001))"
3902;23;Tucuman;TUCUMAN;16;"Tafi Viejo";"SAN MIGUEL DE TUCUMAN";30.570041095890392;730;0.3717;1963.9494;134;2.79776;701.9732195136419;1;"POLYGON((-26.7674530000003 -65.1970020000001,-26.7698760000003 -65.1976240000001,-26.7691870000003 -65.2010040000001,-26.7668400000003 -65.2004240000001,-26.7674530000003 -65.1970020000001))"
3903;23;Tucuman;TUCUMAN;1;Capital;"SAN MIGUEL DE TUCUMAN";30.568682170542626;258;0.7023;367.3644;39;2.79776;131.30681964515497;1;"POLYGON((-26.8615480000003 -65.2166570000001,-26.8621900000003 -65.2135880000001,-26.8641900000003 -65.2140930000001,-26.8635580000003 -65.2172790000001,-26.8628020000003 -65.2170750000001,-26.8626390000003 -65.2170750000001,-26.8615390000003 -65.2168610000001,-26.8615480000003 -65.2166570000001))"
3904;23;Tucuman;TUCUMAN;1;Capital;"SAN MIGUEL DE TUCUMAN";31.012871287128682;404;0.7023;575.2527;51;2.79776;205.6122292115132;0;"POLYGON((-26.8556000000003 -65.2106700000001,-26.8559920000003 -65.2088300000001,-26.8583850000003 -65.2094850000001,-26.8578110000003 -65.2126930000001,-26.8564800000003 -65.2124510000001,-26.8568100000003 -65.2109550000001,-26.8556000000003 -65.2106700000001))"
3905;23;Tucuman;TUCUMAN;1;Capital;"SAN MIGUEL DE TUCUMAN";40.70851851851852;27;0.7023;38.4451;25;2.79776;13.741411357927118;1;"POLYGON((-26.8809380000003 -65.2251220000001,-26.8814350000003 -65.2225470000001,-26.8847180000003 -65.2239530000001,-26.8837900000003 -65.2265060000001,-26.8809380000003 -65.2251220000001))"
3906;23;Tucuman;TUCUMAN;1;Capital;"SAN MIGUEL DE TUCUMAN";25.927862440997952;1483;0.7023;2111.6332;119;2.79776;754.7597423787104;0;"POLYGON((-26.8065200000003 -65.1909180000001,-26.8074290000003 -65.1863690000001,-26.8077640000003 -65.1846960000001,-26.8097940000003 -65.1856510000001,-26.8106080000003 -65.1860370000001,-26.8108000000003 -65.1861760000001,-26.8105700000003 -65.1864550000001,-26.8096220000003 -65.1916270000001,-26.8065200000003 -65.1909180000001))"
3907;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";53.73909471919523;1193;0.5572;2141.0625;876;2.20923;969.1438116836819;0;"POLYGON((-32.6730995378401 -62.1141699888588,-32.6748038546886 -62.1052706589153,-32.6815898345226 -62.1070614136343,-32.6800751405186 -62.1158650993243,-32.6730995378401 -62.1141699888588))"
3908;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";53.97173664122133;524;0.5572;940.4164;398;2.20923;425.67590722750697;0;"POLYGON((-32.6800751405186 -62.1158180129225,-32.6816022194863 -62.1070584707342,-32.6865746436164 -62.1084725342389,-32.6850290729443 -62.1170422593697,-32.6800751405186 -62.1158180129225))"
3909;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";54.18232558139533;215;0.5572;385.8579;163;2.20923;174.65709933943378;1;"POLYGON((-32.6747642197823 -62.1053648317189,-32.6756758181775 -62.1000911547153,-32.6826115882506 -62.1019275243862,-32.6821360097879 -62.1039051532626,-32.6825620489452 -62.104202386174,-32.6824926938723 -62.1051764861116,-32.6821360097879 -62.1051293997098,-32.6815303866732 -62.1070437562336,-32.6747642197823 -62.1053648317189))"
3910;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";52.45409495548963;337;0.5572;604.8098;245;2.20923;273.764848732108;1;"POLYGON((-32.6815452486392 -62.1070437562336,-32.682096378135 -62.1051411713103,-32.6824976478076 -62.1051823719118,-32.6825719568087 -62.1041994432739,-32.682140963743 -62.1039022103624,-32.6826512196748 -62.101845123183,-32.6875653799767 -62.1032106288357,-32.6866142732818 -62.1084372194375,-32.6815452486392 -62.1070437562336))"
3911;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";54.46167567567566;185;0.5572;332.0172;146;2.20923;150.28634129209198;1;"POLYGON((-32.6799875649637 -62.1012315603231,-32.6805284367571 -62.0984469738161,-32.6821510324848 -62.0990895707023,-32.6791942804085 -62.0939059558199,-32.6830524618178 -62.0948484312531,-32.6878479129054 -62.0960051056484,-32.6875234168202 -62.0976330177602,-32.6883526822495 -62.0977615371375,-32.687559471999 -62.1031593509819,-32.6799875649637 -62.1012315603231))"
3912;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";55.68859223300969;206;0.5572;369.7057;175;2.20923;167.34587192523125;1;"POLYGON((-32.6830885188019 -62.0948484312531,-32.6834490878419 -62.0922780437081,-32.6864056990558 -62.0930491599716,-32.686982587391 -62.0897504959556,-32.6874873616269 -62.0890222194845,-32.6897227560844 -62.0896648163707,-32.6882985999562 -62.0977561821634,-32.6875414444115 -62.0976437277083,-32.6878524197872 -62.0959943957002,-32.6830885188019 -62.0948484312531))"
3913;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";59.37555555555556;9;0.5572;16.1522;9;2.20923;7.3112274142025395;1;"POLYGON((-32.6809881752062 -62.1160541284993,-32.6963474875343 -62.119524151685,-32.6938238382837 -62.1338326423521,-32.6816372136939 -62.1303197793739,-32.6837285278465 -62.1222658983996,-32.679978550406 -62.1216661413058,-32.6809881752062 -62.1160541284993))"
3914;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";56.10419004524895;1105;0.5572;1983.1299;940;2.20923;897.6562547449632;0;"POLYGON((-32.6849905040729 -62.1170822835173,-32.6868293517905 -62.1073576506387,-32.6936435748928 -62.1091140821278,-32.6919851346175 -62.1185388364594,-32.6849905040729 -62.1170822835173))"
3915;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";56.52091856677528;1537;0.5572;2758.4350;1339;2.20923;1248.5951706271378;0;"POLYGON((-32.6866851298086 -62.1073576506387,-32.6875865133736 -62.1033307101516,-32.6881273391449 -62.0991752502872,-32.695049619688 -62.1008888419838,-32.6937156802929 -62.1090284025429,-32.6866851298086 -62.1073576506387))"
3916;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";54.70431654676255;2085;0.5572;3741.9239;1718;2.20923;1693.7676842925182;0;"POLYGON((-32.6881633940798 -62.0992180900796,-32.6897137425094 -62.0894934572011,-32.6967801059561 -62.0912498886901,-32.6950135675341 -62.1008460021914,-32.6881633940798 -62.0992180900796))"
3917;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";55.308002496878764;1604;0.5572;2878.6791;1310;2.20923;1303.023196932717;0;"POLYGON((-32.6919130278197 -62.1185816762518,-32.6936435748929 -62.1090712423354,-32.6979337448299 -62.1102279167306,-32.6963114359045 -62.1195669914774,-32.6919130278197 -62.1185816762518))"
3918;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";54.161543700340545;881;0.5572;1581.1199;703;2.20923;715.6879279908744;0;"POLYGON((-32.6936796276001 -62.109028402543,-32.6951036978917 -62.100803162399,-32.698925141324 -62.101831317417,-32.6975732342836 -62.1101422371458,-32.6936796276001 -62.109028402543))"
3919;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";55.0247389558233;997;0.5572;1789.3037;818;2.20923;809.9215257740802;0;"POLYGON((-32.6950406066509 -62.1007817425028,-32.6968251702545 -62.0912070488977,-32.7011151872723 -62.0921923641233,-32.6994929361746 -62.1019169970018,-32.6950406066509 -62.1007817425028))"
3920;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";52.97438841737385;2005;0.5572;3598.3489;1490;2.20923;1628.7789961661226;0;"POLYGON((-32.6965367583518 -62.1199953894016,-32.6977985535457 -62.1127126246908,-32.7038188735714 -62.1142976970102,-32.7025211143707 -62.1214091025513,-32.6965367583518 -62.1199953894016))"
3921;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";54.9533083832335;1336;0.5572;2397.7028;1088;2.20923;1085.311091709495;0;"POLYGON((-32.6978346045748 -62.1127126246908,-32.6990242803678 -62.1053870201876,-32.7011872866366 -62.1059867772814,-32.7011512369617 -62.1066293741677,-32.704972421461 -62.1074433302235,-32.7037467763331 -62.1143405368026,-32.6978346045748 -62.1127126246908))"
3922;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";54.70154209284032;1271;0.5572;2281.0481;1036;2.20923;1032.5077826072231;0;"POLYGON((-32.6989882298191 -62.10542985998,-32.7000697399433 -62.0990895707024,-32.7074236612116 -62.1010602011535,-32.7071352835597 -62.1025167540957,-32.7058736203736 -62.1022168755488,-32.7049904455284 -62.1074433302236,-32.701169261801 -62.1066293741677,-32.701169261801 -62.105943937489,-32.6989882298191 -62.10542985998))"
3923;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";54.050872027180134;883;0.5572;1584.7093;657;2.20923;717.3126451941814;0;"POLYGON((-32.7001959152708 -62.0991752502872,-32.7009890132444 -62.0949769506304,-32.7082347183604 -62.0968190617043,-32.7074056376356 -62.1010602011535,-32.7001959152708 -62.0991752502872))"
3924;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";52.707924297924336;819;0.5572;1469.8492;596;2.20923;665.3216946933364;0;"POLYGON((-32.7024670406611 -62.1214519423438,-32.7035485086276 -62.1156685703676,-32.7081626246902 -62.1167824049704,-32.7071172599255 -62.1225229371542,-32.7024670406611 -62.1214519423438))"
3925;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";54.47309723889558;833;0.5572;1494.9749;651;2.20923;676.6947151151275;0;"POLYGON((-32.7035124599065 -62.11571141016,-32.7049543973899 -62.1075718496009,-32.7096765795313 -62.1086428444113,-32.7081626246902 -62.1167824049704,-32.7035124599065 -62.11571141016))"
3926;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";53.359938335046294;973;0.5572;1746.2312;745;2.20923;790.4249193362067;0;"POLYGON((-32.7050264936524 -62.1075718496009,-32.7058555964845 -62.1022168755488,-32.7071893544404 -62.1025595938882,-32.7082707651737 -62.0968619014968,-32.7116230551479 -62.0976758575527,-32.709640533286 -62.1086000046189,-32.7050264936524 -62.1075718496009))"
3927;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";54.85818181818187;451;0.5572;809.4042;342;2.20923;366.3737293120068;0;"POLYGON((-32.6896867017792 -62.0894720373049,-32.6908764861651 -62.0825534108297,-32.6953650754144 -62.0837529250174,-32.6940491670104 -62.0905644520116,-32.6896867017792 -62.0894720373049))"
3928;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";55.377086614173216;127;0.5572;227.9253;92;2.20923;103.16954240026273;1;"POLYGON((-32.6940311407333 -62.090607291804,-32.6953740884188 -62.0837315051212,-32.6939319961435 -62.0833566569375,-32.6943736393777 -62.0807862693925,-32.6955723742847 -62.0811611175762,-32.6970595042392 -62.0813967364344,-32.6961942680071 -62.086494671732,-32.698645748881 -62.0870515890334,-32.697924732084 -62.0914640876523,-32.6940311407333 -62.090607291804))"
3929;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";54.11631578947369;19;0.5572;34.0991;14;2.20923;15.434813429832257;1;"POLYGON((-32.6908674727067 -62.0825641207778,-32.6920211879946 -62.0753241958594,-32.6993757724536 -62.077337666103,-32.6989071160315 -62.0794368159314,-32.6975371831489 -62.0791797771769,-32.6970775299048 -62.0813753165382,-32.695608426213 -62.0811611175762,-32.6943826524822 -62.0807862693925,-32.6939319961435 -62.0833352370413,-32.6908674727067 -62.0825641207778))"
3930;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";53.29877777777778;90;0.5572;161.5219;66;2.20923;73.1122741420254;1;"POLYGON((-32.678013355122 -62.0869123597081,-32.6785181800559 -62.0835173061591,-32.6840169811277 -62.0847810800354,-32.6848643072528 -62.0798330840113,-32.6890467354381 -62.0808183992368,-32.687577499583 -62.0890436393808,-32.6875144030233 -62.0890007995884,-32.6873972235798 -62.0891828687062,-32.678013355122 -62.0869123597081))"
3931;4;Cordoba;CORDOBA;9;"Marcos Juarez";"MARCOS JUAREZ";56.38222222222222;9;0.5572;16.1522;8;2.20923;7.3112274142025395;1;"POLYGON((-32.6875684857915 -62.0890436393808,-32.6898196519577 -62.0755517822567,-32.6919107744814 -62.0760230199733,-32.6896596610407 -62.0896433964747,-32.6875684857915 -62.0890436393808))"
3932;8;EntreRios;"ENTRE RIOS";12;Villaguay;VILLAGUAY;43.80618181818181;221;0.5036;438.8403;113;2.58045;170.06322553670958;1;"POLYGON((-31.8403988888259 -59.0275648115146,-31.840544461912 -59.0180543775981,-31.8484778477168 -59.0183970959374,-31.8484050674618 -59.0273934523449,-31.8403988888259 -59.0275648115146))"
3937;8;EntreRios;"ENTRE RIOS";12;Villaguay;VILLAGUAY;43.817571428571505;1260;0.5036;2501.9857;659;2.58045;969.5912406177932;0;"POLYGON((-31.8484050674618 -59.0274791319298,-31.8484778477167 -59.0182685765602,-31.8572838346593 -59.0183970959374,-31.8570655145706 -59.0275648115146,-31.8484050674618 -59.0274791319298))"
3938;8;EntreRios;"ENTRE RIOS";12;Villaguay;VILLAGUAY;44.56375;16;0.5036;31.7712;9;2.58045;12.312269721962164;1;"POLYGON((-31.8484414575964 -59.0183114163526,-31.8485870179915 -59.0023750135737,-31.8525170618229 -59.0024178533661,-31.8524442847554 -59.0067875121926,-31.8562650031558 -59.0069160315698,-31.8561558419698 -59.0183114163526,-31.8484414575964 -59.0183114163526))"
3939;8;EntreRios;"ENTRE RIOS";12;Villaguay;VILLAGUAY;44.13659685863878;573;0.5036;1137.8078;326;2.58045;440.9331594237525;0;"POLYGON((-31.8461124600342 -59.0275219717222,-31.8542273063758 -59.0275219717222,-31.8541909185241 -59.033990780377,-31.8453118535406 -59.0338622609998,-31.8453482448956 -59.0315060724169,-31.8461852420982 -59.0313775530396,-31.8461124600342 -59.0275219717222))"
3940;8;EntreRios;"ENTRE RIOS";12;Villaguay;VILLAGUAY;42.57999999999999;207;0.5036;411.0405;91;2.58045;159.28998952975047;1;"POLYGON((-31.8561558419698 -59.0183970959375,-31.856301390189 -59.0069160315698,-31.8620503610717 -59.0073872692864,-31.8619412067355 -59.0185684551071,-31.8561558419698 -59.0183970959375))"
3941;8;EntreRios;"ENTRE RIOS";12;Villaguay;VILLAGUAY;43.9710904071773;1449;0.5036;2877.2836;765;2.58045;1115.0299267105786;0;"POLYGON((-31.8570655145706 -59.0275648115145,-31.8573202212905 -59.0184399357298,-31.8619412067355 -59.0185256153147,-31.8617956674195 -59.0275648115146,-31.8570655145706 -59.0275648115145))"
3942;8;EntreRios;"ENTRE RIOS";12;Villaguay;VILLAGUAY;44.49149184149182;429;0.5036;851.8666;228;2.58045;330.12273192454285;0;"POLYGON((-31.8618684371062 -59.0186112948995,-31.8621595152787 -59.0073872692864,-31.8636512764874 -59.007344429494,-31.8635421240468 -59.006316274476,-31.8637240447093 -59.0024178533661,-31.8647064100829 -59.0032746492144,-31.8656523816587 -59.0034031685917,-31.865688764987 -59.0118426076977,-31.8664891945754 -59.0118854474901,-31.8665255775734 -59.0127850831309,-31.8657251483009 -59.0128279229233,-31.8656523816588 -59.0144129952427,-31.8675079130892 -59.0142844758654,-31.8675079130892 -59.015055592129,-31.8691814976317 -59.0149699125441,-31.8693997890272 -59.0187826540692,-31.8618684371062 -59.0186112948995))"
3943;8;EntreRios;"ENTRE RIOS";12;Villaguay;VILLAGUAY;44.71109307359306;1849;0.5036;3671.5647;1107;2.58045;1422.8366697638953;0;"POLYGON((-31.8681809887868 -59.018761234173,-31.8680718417103 -59.0279289497501,-31.8617774749888 -59.0275433916184,-31.8619957839197 -59.0186755545881,-31.8681809887868 -59.018761234173))"
3944;8;EntreRios;"ENTRE RIOS";12;Villaguay;VILLAGUAY;43.897444816053486;1496;0.5036;2970.6116;818;2.58045;1151.1972190195447;0;"POLYGON((-31.8680718417104 -59.0279289497501,-31.8681446064424 -59.0187183943806,-31.8756754455188 -59.018761234173,-31.8755663073187 -59.0225311359057,-31.8747659565679 -59.0224026165284,-31.874693197064 -59.0277575905804,-31.8680718417104 -59.0279289497501))"
