id_poligono;id_distrito;nombre_distrito;provincia;id_seccion;nombre_seccion;localidad;score_promedio;q_geo;indice_geo;q_estimada;q_personaspriorizadas;indice_hogares;hogares_estimados;observado;shape_texto
6420;14;Misiones;MISIONES;1;Capital;MISIONES;40.76938775510204;441;0.3033;1454.0059;196;2.4537;592.5780913524285;1;"POLYGON((-27.4009977670014 -55.9323242325008,-27.4015524361546 -55.9269691080535,-27.4076932300499 -55.9302714347961,-27.4056727484343 -55.9349794817061,-27.4009977670014 -55.9323242325008))"
6421;14;Misiones;MISIONES;1;Capital;MISIONES;39.6381052631579;95;0.3033;313.2212;29;2.4537;127.65287682174102;1;"POLYGON((-27.4059698804006 -55.9376347309111,-27.4067820370321 -55.9355149941508,-27.4088619231389 -55.9367868362069,-27.4080497817942 -55.9453996613598,-27.4057321748914 -55.9446633317484,-27.4056925572569 -55.9442616974148,-27.4065047159266 -55.9444178885445,-27.4067622284048 -55.9423427778212,-27.405811410118 -55.9423204648025,-27.405811410118 -55.9417849523578,-27.4050586731722 -55.9415171961354,-27.4050784821049 -55.9407362404869,-27.4064452898848 -55.9408478055795,-27.4066631852149 -55.937924800152,-27.4059698804006 -55.9376347309111))"
6422;14;Misiones;MISIONES;1;Capital;MISIONES;39.47695652173914;69;0.3033;227.4975;21;2.4537;92.71630000720677;1;"POLYGON((-27.4080695901907 -55.9453996613598,-27.4084063323879 -55.9416064482096,-27.4126056194709 -55.9423427778212,-27.4116944669643 -55.9465376253049,-27.4080695901907 -55.9453996613598))"
6423;14;Misiones;MISIONES;1;Capital;MISIONES;39.0422727272727;66;0.3033;217.6063;26;2.4537;88.68515652854396;1;"POLYGON((-27.4084063323879 -55.941584135191,-27.4088817313898 -55.9366752711143,-27.4108823464399 -55.9319449111858,-27.4138931047663 -55.9337299526683,-27.4131800378411 -55.9352249249099,-27.4125660043007 -55.9423427778211,-27.4084063323879 -55.941584135191))"
6424;14;Misiones;MISIONES;1;Capital;MISIONES;39.06991150442477;113;0.3033;372.5684;36;2.4537;151.8397376933103;1;"POLYGON((-27.4125195773262 -55.942317609006,-27.4128325682351 -55.9387917992537,-27.4168532187379 -55.9393071099097,-27.4165883899735 -55.9428329196621,-27.4125195773262 -55.942317609006))"
6425;14;Misiones;MISIONES;1;Capital;MISIONES;39.98347826086957;115;0.3033;379.1625;44;2.4537;154.52716667894967;1;"POLYGON((-27.412880720604 -55.9387646776402,-27.4131696343761 -55.9352388678876,-27.4171661973681 -55.9356185704764,-27.4168772940486 -55.9393342315232,-27.412880720604 -55.9387646776402))"
6426;14;Misiones;MISIONES;1;Capital;MISIONES;38.941052631578955;57;0.3033;187.9327;17;2.4537;76.5917260929631;1;"POLYGON((-27.4165643145998 -55.9428329196622,-27.4167809927742 -55.9393071099097,-27.4198625919099 -55.9396868124985,-27.4195255461922 -55.9431855006374,-27.4165643145998 -55.9428329196622))"
6427;14;Misiones;MISIONES;1;Capital;MISIONES;39.56896226415094;106;0.3033;349.4890;42;2.4537;142.4337362433688;1;"POLYGON((-27.4168532187379 -55.9393071099097,-27.4171661973681 -55.9356185704764,-27.420199636599 -55.9359982730652,-27.420031114383 -55.9396868124985,-27.4168532187379 -55.9393071099097))"
6428;14;Misiones;MISIONES;1;Capital;MISIONES;40.79084745762713;59;0.3033;194.5269;27;2.4537;79.27915507860246;1;"POLYGON((-27.41947739672 -55.943158379024,-27.4198866665647 -55.939713934112,-27.421692250715 -55.9399037854064,-27.4219329930379 -55.9402021231546,-27.4240755765906 -55.9402563663815,-27.4249181542391 -55.941070014786,-27.4247737128131 -55.9437008112935,-27.4237626175408 -55.9437550545206,-27.4236903960957 -55.9450297703541,-27.423449657604 -55.9450297703541,-27.4234015098427 -55.9458434187585,-27.4215718793567 -55.9458434187585,-27.4217403992216 -55.9434295951587,-27.41947739672 -55.943158379024))"
6429;14;Misiones;MISIONES;1;Capital;MISIONES;41.52;33;0.3033;108.8032;16;2.4537;44.34257826406821;1;"POLYGON((-27.4201789822621 -55.9360454003438,-27.4223826148739 -55.9363076428519,-27.4224757251428 -55.9353810526567,-27.4228481654332 -55.9353810526566,-27.4236551150865 -55.936412539855,-27.4238102970361 -55.9362551943503,-27.4245551673583 -55.9371468188776,-27.4246637938605 -55.9372691987147,-27.4242137690843 -55.9378286493986,-27.4243844683533 -55.9380908919067,-27.4237171878925 -55.9390524477697,-27.4235620058121 -55.9402412804729,-27.4219170623519 -55.9402063148052,-27.4217153223162 -55.9399091066294,-27.4200548326375 -55.9397342782907,-27.4201789822621 -55.9360454003438))"
6430;14;Misiones;MISIONES;1;Capital;MISIONES;37.231666666666676;24;0.3033;79.1296;6;2.4537;32.24914782848734;1;"POLYGON((-27.4246637938605 -55.9372691987147,-27.423825815219 -55.9362377115164,-27.4235930422456 -55.9363775741874,-27.4227395371449 -55.9353635698227,-27.4235930422456 -55.932881007413,-27.4255017661425 -55.9340173916147,-27.4274725277388 -55.9359230205067,-27.4265104280471 -55.9370419218744,-27.4256103917134 -55.9361153316793,-27.4246637938605 -55.9372691987147))"
6431;14;Misiones;MISIONES;1;Capital;MISIONES;39.126666666666665;6;0.3033;19.7824;1;2.4537;8.062286956918062;1;"POLYGON((-27.4235775240299 -55.940241280473,-27.4237171878925 -55.9390524477697,-27.4243844683533 -55.9380908919067,-27.4242448053347 -55.9378111665647,-27.4256103917134 -55.9360803660114,-27.4264793924336 -55.9370419218745,-27.4275035630732 -55.9358705720051,-27.4283880664344 -55.9369370248711,-27.4249896727258 -55.9410979393326,-27.4240275513991 -55.9402587633069,-27.4235775240299 -55.940241280473))"
6432;14;Misiones;MISIONES;1;Capital;MISIONES;42.23142857142857;28;0.3033;92.3178;16;2.4537;37.624005799766046;1;"POLYGON((-27.4066343927591 -55.9327769055352,-27.4077058381086 -55.9302410346749,-27.4108839969056 -55.9320446219713,-27.4098125823741 -55.9345398104115,-27.4066343927591 -55.9327769055352))"
6433;14;Misiones;MISIONES;1;Capital;MISIONES;40.47158690176326;398;0.3033;1312.2321;137;2.4537;534.7983681593485;1;"POLYGON((-27.4076817607991 -55.9302545954815,-27.409764428668 -55.9254947523157,-27.4125693470521 -55.9270542450908,-27.4120155919827 -55.9281662312436,-27.411546101815 -55.928451008185,-27.410125580952 -55.9315835545421,-27.4076817607991 -55.9302545954815))"
6434;14;Misiones;MISIONES;1;Capital;MISIONES;40.97736842105263;38;0.3033;125.2885;15;2.4537;51.06115072877792;1;"POLYGON((-27.4101135425615 -55.9315971153488,-27.411546101815 -55.928451008185,-27.4120517065284 -55.9281662312436,-27.4126054614167 -55.9270542450909,-27.4145917332901 -55.9282611568908,-27.4125573089279 -55.9329396352162,-27.4109201118211 -55.9319632571309,-27.4108478819782 -55.9320446219713,-27.4101135425615 -55.9315971153488))"
6435;14;Misiones;MISIONES;1;Capital;MISIONES;41.04455223880596;134;0.3033;441.8068;65;2.4537;180.0577420435424;1;"POLYGON((-27.4023375250518 -55.9211957092109,-27.4048657361657 -55.9226053550715,-27.4026282722729 -55.9275747127015,-27.4015537678631 -55.9269482034301,-27.4021731893275 -55.9212526645992,-27.4022616778248 -55.9212669034463,-27.4023375250518 -55.9211957092109))"
6436;14;Misiones;MISIONES;1;Capital;MISIONES;40.51738317757009;107;0.3033;352.7860;40;2.4537;143.7774507359847;1;"POLYGON((-27.4026535546038 -55.9275747127014,-27.404853095254 -55.9226195939185,-27.4073686081958 -55.923986523238,-27.4052070402351 -55.9289131643268,-27.4026535546038 -55.9275747127014))"
6437;14;Misiones;MISIONES;1;Capital;MISIONES;40.40584474885846;219;0.3033;722.0574;90;2.4537;294.2734739366791;1;"POLYGON((-27.4073686081958 -55.9239580455438,-27.4097955814799 -55.9253392137103,-27.4076972639486 -55.9302800936461,-27.405232321976 -55.9289274031738,-27.4073686081958 -55.9239580455438))"
6438;14;Misiones;MISIONES;1;Capital;MISIONES;35.942145922746775;234;0.3033;771.5134;40;2.4537;314.42919132958554;1;"POLYGON((-27.4026156311053 -55.9181058793951,-27.4062562276254 -55.9185330448074,-27.4058264412242 -55.9231464312604,-27.4023248838509 -55.9211957092108,-27.4026156311053 -55.9181058793951))"
6439;14;Misiones;MISIONES;1;Capital;MISIONES;34.94412935323385;202;0.3033;666.0073;20;2.4537;271.4303275581333;1;"POLYGON((-27.4061677423265 -55.9195440029499,-27.4080132781737 -55.9197575856561,-27.4075708580055 -55.9240719563204,-27.4058390820246 -55.9231179535662,-27.4061677423265 -55.9195440029499))"
6440;14;Misiones;MISIONES;1;Capital;MISIONES;34.76289808917197;315;0.3033;1038.5757;30;2.4537;423.27006525144355;1;"POLYGON((-27.4080132781737 -55.9197291079619,-27.4096818182981 -55.9199569295152,-27.4091130006318 -55.9249405259921,-27.4075582174033 -55.9240861951675,-27.4080132781737 -55.9197291079619))"
6441;14;Misiones;MISIONES;1;Capital;MISIONES;35.918153846153835;65;0.3033;214.3093;14;2.4537;87.34144203592807;1;"POLYGON((-27.4026282722729 -55.9181485959364,-27.4030959944586 -55.9136348814128,-27.4049542225071 -55.9139196583545,-27.4044738672305 -55.9183337009484,-27.4026282722729 -55.9181485959364))"
6442;14;Misiones;MISIONES;1;Capital;MISIONES;34.90984732824427;131;0.3033;431.9156;13;2.4537;176.02659856487958;1;"POLYGON((-27.4049542225071 -55.9139196583545,-27.4067871379308 -55.9140193302839,-27.4062183053631 -55.9184903282663,-27.4044865081856 -55.9183479397954,-27.4049542225071 -55.9139196583545))"
6443;14;Misiones;MISIONES;1;Capital;MISIONES;34.28061170212767;376;0.3033;1239.6967;35;2.4537;505.2366493160929;1;"POLYGON((-27.4064205572782 -55.9168243831582,-27.4091888431565 -55.9171091600997,-27.4099725461966 -55.9172657874176,-27.4096691779373 -55.9199569295152,-27.4061677423265 -55.9195582417969,-27.4064205572782 -55.9168243831582))"
6444;14;Misiones;MISIONES;1;Capital;MISIONES;34.889565217391294;92;0.3033;303.3300;9;2.4537;123.62173334307822;1;"POLYGON((-27.4067239344568 -55.9140193302839,-27.4068503413687 -55.9126381621175,-27.4087717086265 -55.9128944613648,-27.4083798535425 -55.9170379658643,-27.4064331980106 -55.9168386220053,-27.4067239344568 -55.9140193302839))"
6445;14;Misiones;MISIONES;1;Capital;MISIONES;35.22074074074073;108;0.3033;356.0831;10;2.4537;145.12116522900814;1;"POLYGON((-27.4087717086265 -55.9128802225177,-27.4103517553495 -55.9131080440711,-27.4099093445446 -55.9172373097234,-27.4091256410562 -55.9170949212526,-27.4084051345576 -55.9170237270172,-27.4087717086265 -55.9128802225177))"
6446;14;Misiones;MISIONES;1;Capital;MISIONES;36.170048543689305;206;0.3033;679.1955;45;2.4537;276.805185529412;1;"POLYGON((-27.4033985544812 -55.9109362899021,-27.407096337743 -55.9113627305264,-27.4069994926165 -55.9126519696232,-27.4068850391756 -55.9126519696232,-27.4067265649849 -55.9140106292868,-27.404895291183 -55.9139312914963,-27.4031256179563 -55.9136238575579,-27.4033985544812 -55.9109362899021))"
6447;14;Misiones;MISIONES;1;Capital;MISIONES;35.14366279069769;344;0.3033;1134.1906;53;2.4537;462.2377855446406;1;"POLYGON((-27.4040324689706 -55.905650409605,-27.4050977892976 -55.9057594990671,-27.4051418105777 -55.9055809890382,-27.4060838617703 -55.9056404923813,-27.4055380013101 -55.9111346343786,-27.4033897500877 -55.9109561243498,-27.4038827950441 -55.906374366944,-27.4040148602839 -55.9062355258105,-27.4040324689706 -55.905650409605))"
6448;14;Misiones;MISIONES;1;Capital;MISIONES;37.03131147540984;61;0.3033;201.1210;23;2.4537;81.9665840642418;1;"POLYGON((-27.4043280658778 -55.9026375132273,-27.4063202707339 -55.9029046618645,-27.4060672943302 -55.9056117680532,-27.4051080478646 -55.9055932163896,-27.4051080478646 -55.9057424619305,-27.4040786482448 -55.9056850597994,-27.4043280658778 -55.9026375132273))"
6449;14;Misiones;MISIONES;1;Capital;MISIONES;34.55321212121212;165;0.3033;544.0158;19;2.4537;221.71289132197123;1;"POLYGON((-27.4063286435008 -55.9029030013473,-27.4084687722603 -55.9024172597723,-27.407494539681 -55.9115024262668,-27.4070792903971 -55.9114844358381,-27.407087275975 -55.9113585028371,-27.4055141059938 -55.9111875937645,-27.4063286435008 -55.9029030013473))"
6450;14;Misiones;MISIONES;1;Capital;MISIONES;34.04532423208192;293;0.3033;966.0402;31;2.4537;393.70834640859556;1;"POLYGON((-27.4074848661826 -55.9114970346606,-27.4084771702911 -55.9024079926769,-27.4105631527904 -55.9019429339757,-27.4095201664635 -55.9118478684175,-27.4074848661826 -55.9114970346606))"
6451;14;Misiones;MISIONES;1;Capital;MISIONES;35.761557971014525;276;0.3033;909.9901;39;2.4537;370.8652000300497;1;"POLYGON((-27.4070012226071 -55.9126815380924,-27.407115950237 -55.9114861337603,-27.4074457915094 -55.9114861337603,-27.4094965216776 -55.9118092160123,-27.4123072508411 -55.9122130688271,-27.4118340208351 -55.9163162134265,-27.4102565728417 -55.9144423363654,-27.4103139349815 -55.9130692367947,-27.4070012226071 -55.9126815380924))"
6452;14;Misiones;MISIONES;1;Capital;MISIONES;34.65773006134969;163;0.3033;537.4217;15;2.4537;219.02546233633188;1;"POLYGON((-27.4095395435812 -55.9118253701248,-27.4099267399598 -55.9078353043136,-27.4119917643957 -55.9081099242277,-27.4115615541545 -55.9120999900391,-27.4095395435812 -55.9118253701248))"
6453;14;Misiones;MISIONES;1;Capital;MISIONES;34.038999999999994;70;0.3033;230.7946;7;2.4537;94.06001450023022;1;"POLYGON((-27.4102565728417 -55.9047175605826,-27.4122929105677 -55.9048791017086,-27.411934403127 -55.9080776160027,-27.4099554211191 -55.9078514584263,-27.4102565728417 -55.9047175605826))"
6454;14;Misiones;MISIONES;1;Capital;MISIONES;34.84073170731707;41;0.3033;135.1797;5;2.4537;55.09229420703317;1;"POLYGON((-27.4102709133795 -55.9046852523575,-27.4105577237435 -55.9018744367658,-27.4126227363857 -55.9014544298382,-27.4122929105677 -55.9048629475961,-27.4102709133795 -55.9046852523575))"
6455;14;Misiones;MISIONES;1;Capital;MISIONES;49.728312757201635;244;0.3033;804.4840;204;2.4537;327.86633625818985;1;"POLYGON((-27.4053280407144 -55.8935005606559,-27.4066398515315 -55.8939739830205,-27.4056464428293 -55.9028398927582,-27.4043728288654 -55.9026820853033,-27.4053280407144 -55.8935005606559))"
6456;14;Misiones;MISIONES;1;Capital;MISIONES;43.953580246913575;81;0.3033;267.0623;49;2.4537;108.84087392185799;1;"POLYGON((-27.4056209706939 -55.9027968543614,-27.4058120115665 -55.9016061253838,-27.41044783549 -55.9005158193319,-27.410715280936 -55.9018930480289,-27.4062832443069 -55.9029403156841,-27.4056209706939 -55.9027968543614))"
6457;14;Misiones;MISIONES;1;Capital;MISIONES;45.78588235294118;17;0.3033;56.0501;6;2.4537;22.84314637854583;1;"POLYGON((-27.4104909619219 -55.9005023304693,-27.4127608228156 -55.899983250358,-27.413733606065 -55.8995795213827,-27.4141943951407 -55.9000409259259,-27.4155084867627 -55.8978877047239,-27.4155084867627 -55.8974839757485,-27.4163617846394 -55.8973878498021,-27.4168396285711 -55.897695452831,-27.4173174704356 -55.8988681893784,-27.4175051934596 -55.8993295939218,-27.4173857333903 -55.9002908533869,-27.4173174704356 -55.9004062045228,-27.410695763315 -55.9018288685312,-27.4104909619219 -55.9005023304693))"
6458;14;Misiones;MISIONES;1;Capital;MISIONES;33.97667999999998;250;0.3033;824.2664;21;2.4537;335.9286232155155;1;"POLYGON((-27.4095658574954 -55.9209475711054,-27.4102329590984 -55.9144166651804,-27.4126951356008 -55.9169989689875,-27.4122827551846 -55.9210705379534,-27.4104755405009 -55.9208109412742,-27.4104512823846 -55.921043211987,-27.4095658574954 -55.9209475711054))"
6459;14;Misiones;MISIONES;1;Capital;MISIONES;32.861875000000005;48;0.3033;158.2591;2;2.4537;64.49829565738224;1;"POLYGON((-27.4095658574954 -55.9209612340884,-27.4104512823846 -55.9210705379533,-27.410487669557 -55.9207972782911,-27.4123070128987 -55.9210705379534,-27.412173595405 -55.9222728804666,-27.4140292969891 -55.9224095102977,-27.4135562779769 -55.92769708476,-27.4097356655583 -55.9254836814968,-27.4097720529664 -55.9253060627164,-27.4091049485805 -55.9249644881386,-27.4095658574954 -55.9209612340884))"
6460;14;Misiones;MISIONES;1;Capital;MISIONES;34.01054945054945;91;0.3033;300.0330;6;2.4537;122.2780188504623;1;"POLYGON((-27.4139686536392 -55.9232429522672,-27.4140171683218 -55.9224231732808,-27.4121857242747 -55.9222182285342,-27.4127072644132 -55.9168760021397,-27.41629733437 -55.9197315656089,-27.4158364535385 -55.92347522298,-27.4139686536392 -55.9232429522672))"
6461;14;Misiones;MISIONES;1;Capital;MISIONES;39.84424242424239;397;0.3033;1308.9350;184;2.4537;533.454653666325;1;"POLYGON((-27.4167503279469 -55.9355716123587,-27.4131323123998 -55.9352447841404,-27.4139173635756 -55.9336683186175,-27.4125520535973 -55.9329762118027,-27.414582946072 -55.9283044908017,-27.4143952180816 -55.9280930137194,-27.4143952180816 -55.9278046358799,-27.4189859292597 -55.9303231356787,-27.4167503279469 -55.9355716123587))"
6462;14;Misiones;MISIONES;1;Capital;MISIONES;38.2221875;32;0.3033;105.5061;9;2.4537;42.99886377145231;1;"POLYGON((-27.4135931039836 -55.927689284744,-27.414002694889 -55.9232098156362,-27.4158117032217 -55.9235174186651,-27.4156239773195 -55.9249977582416,-27.4165284719135 -55.9251323345666,-27.4161871540689 -55.9288427961022,-27.4144464166561 -55.9277854106906,-27.4143610856855 -55.9280545633408,-27.4135931039836 -55.927689284744))"
6463;14;Misiones;MISIONES;1;Capital;MISIONES;34.24679687499999;128;0.3033;422.0244;15;2.4537;171.9954550862168;1;"POLYGON((-27.4165455377781 -55.9251707849453,-27.4155898453031 -55.9249977582416,-27.416272483629 -55.9196723808044,-27.417893732745 -55.9210758196235,-27.4197026773529 -55.9217294760599,-27.4194296310087 -55.9255937391099,-27.4165455377781 -55.9251707849453))"
6464;14;Misiones;MISIONES;1;Capital;MISIONES;37.66540816326532;98;0.3033;323.1124;31;2.4537;131.68402030040383;1;"POLYGON((-27.4162212859009 -55.9287658953451,-27.4164943401765 -55.9251900101345,-27.4194125655898 -55.9255937391099,-27.4189688637722 -55.9303039104894,-27.4162212859009 -55.9287658953451))"
6465;14;Misiones;MISIONES;1;Capital;MISIONES;39.391445783132546;166;0.3033;547.3129;61;2.4537;223.0566058149947;1;"POLYGON((-27.4167041506518 -55.9356197050873,-27.4189677026135 -55.9303771859538,-27.4215826800444 -55.9318026443284,-27.419755014161 -55.9359206351887,-27.4167041506518 -55.9356197050873))"
6466;14;Misiones;MISIONES;1;Capital;MISIONES;40.812929292929304;99;0.3033;326.4095;35;2.4537;133.02773479301973;1;"POLYGON((-27.4215686211915 -55.9318026443284,-27.4235649603846 -55.9328479804699,-27.4227636172979 -55.935445482397,-27.4224824429068 -55.9354296439707,-27.4223980904499 -55.9363165958482,-27.4197690732448 -55.9359523120415,-27.4215686211915 -55.9318026443284))"
6467;14;Misiones;MISIONES;1;Capital;MISIONES;34.72692513368984;375;0.3033;1236.3996;32;2.4537;503.89293482347705;1;"POLYGON((-27.4123322246674 -55.9121657624318,-27.4151207735325 -55.9125478125426,-27.4144990085996 -55.9183210142164,-27.4118611790585 -55.9161560635888,-27.4123322246674 -55.9121657624318))"
6468;14;Misiones;MISIONES;1;Capital;MISIONES;35.45813725490194;102;0.3033;336.3007;16;2.4537;137.05887827168254;1;"POLYGON((-27.4148946775982 -55.9145005131087,-27.4173440255706 -55.9149462382381,-27.4164584983413 -55.9198916646717,-27.414555532829 -55.9182361141918,-27.4148946775982 -55.9145005131087))"
6469;14;Misiones;MISIONES;1;Capital;MISIONES;34.3904761904762;64;0.3033;211.0122;6;2.4537;85.99772754290461;1;"POLYGON((-27.4173440255706 -55.9149674632441,-27.4185309977418 -55.915073588275,-27.4177962069494 -55.9211014900226,-27.4164584983413 -55.9198279896533,-27.4173440255706 -55.9149674632441))"
6470;14;Misiones;MISIONES;1;Capital;MISIONES;33.42887931034484;116;0.3033;382.4596;9;2.4537;155.8708811719731;1;"POLYGON((-27.4185498384671 -55.915094813281,-27.4203396927118 -55.9154768633918,-27.4197933192287 -55.9217806902195,-27.4178150478001 -55.9209316899734,-27.4185498384671 -55.915094813281))"
6471;14;Misiones;MISIONES;1;Capital;MISIONES;35.3295652173913;46;0.3033;151.6650;8;2.4537;61.810866671335326;1;"POLYGON((-27.4191754073205 -55.9279301409046,-27.4225291511117 -55.928332386654,-27.4220955930078 -55.9321249894347,-27.4189713739936 -55.9303723472407,-27.4191754073205 -55.9279301409046))"
6472;14;Misiones;MISIONES;1;Capital;MISIONES;34.09286307053943;241;0.3033;794.5928;21;2.4537;323.83519277952706;1;"POLYGON((-27.4115517467757 -55.9120646194099,-27.4119634982005 -55.9080150284269,-27.4121693733375 -55.9061775488176,-27.4136104885537 -55.9064629825434,-27.4136263248803 -55.9123500531356,-27.4115517467757 -55.9120646194099))"
6473;14;Misiones;MISIONES;1;Capital;MISIONES;34.21636363636363;88;0.3033;290.1418;9;2.4537;118.2468753717995;1;"POLYGON((-27.4121693733375 -55.9061597092099,-27.4126286318758 -55.9013786943046,-27.4163818111303 -55.9005759119512,-27.4172211122506 -55.9043579088164,-27.4173794702374 -55.9056780397977,-27.4172369480595 -55.9074798401912,-27.4162234517132 -55.9075155194069,-27.4162234517132 -55.9073371233282,-27.4136263248803 -55.9072122460733,-27.4136263248803 -55.906516501367,-27.4121693733375 -55.9061597092099))"
6474;14;Misiones;MISIONES;1;Capital;MISIONES;35.73652173913042;69;0.3033;227.4975;13;2.4537;92.71630000720677;1;"POLYGON((-27.4192013471032 -55.9279422901815,-27.4195293201971 -55.9250148667762,-27.4228089975667 -55.9255264553324,-27.4225567181501 -55.9283117708054,-27.4192013471032 -55.9279422901815))"
6475;14;Misiones;MISIONES;1;Capital;MISIONES;34.05839826839827;231;0.3033;761.6222;21;2.4537;310.39804785092275;1;"POLYGON((-27.4194788628614 -55.9250432883626,-27.4196554634354 -55.9221158649572,-27.4232378712521 -55.9226842966865,-27.4229099091719 -55.9255264553323,-27.4194788628614 -55.9250432883626))"
6476;14;Misiones;MISIONES;1;Capital;MISIONES;33.58713636363634;220;0.3033;725.3544;15;2.4537;295.61718842970254;1;"POLYGON((-27.4196806920657 -55.9221158649572,-27.4200338922858 -55.9186768529957,-27.4209925729034 -55.9184210587176,-27.4235658323583 -55.9187336961686,-27.4231874156109 -55.9226558751,-27.4196806920657 -55.9221158649572))"
6477;14;Misiones;MISIONES;1;Capital;MISIONES;35.40739130434783;115;0.3033;379.1625;8;2.4537;154.52716667894967;1;"POLYGON((-27.4201095779003 -55.9186768529957,-27.4205636904979 -55.9131630652226,-27.424120841242 -55.9137030753653,-27.4236162878266 -55.9187052745821,-27.4210682578608 -55.9184210587175,-27.4201095779003 -55.9186768529957))"
6478;14;Misiones;MISIONES;1;Capital;MISIONES;33.32389937106918;159;0.3033;524.2334;13;2.4537;213.6506043650532;1;"POLYGON((-27.4205889189208 -55.913191486809,-27.4205384620693 -55.9119977801777,-27.4205384620693 -55.9119977801777,-27.4205636904979 -55.9109461814787,-27.4211943993414 -55.9106619656142,-27.4240703860043 -55.911145132584,-27.4240703860043 -55.9119693585913,-27.4239190201525 -55.9121683096964,-27.4239190201525 -55.9126230550798,-27.4240199307434 -55.9126230550799,-27.4239442478089 -55.9135893890194,-27.4205889189208 -55.913191486809))"
6479;14;Misiones;MISIONES;1;Capital;MISIONES;33.986408450704225;143;0.3033;471.4804;9;2.4537;192.15117247912326;1;"POLYGON((-27.4230462337786 -55.9242521055194,-27.4268498499865 -55.9248008214176,-27.4258061878512 -55.9343118969837,-27.4220721158709 -55.932090904063,-27.4220721158709 -55.932090904063,-27.4225591758989 -55.9284589274046,-27.4228374949503 -55.9256108306003,-27.422976654213 -55.9256108306003,-27.4230462337786 -55.9242521055194))"
6480;14;Misiones;MISIONES;1;Capital;MISIONES;35.55007575757576;135;0.3033;445.1039;18;2.4537;181.4014565361583;1;"POLYGON((-27.4230694269574 -55.9242782348479,-27.4232781653472 -55.9215607846862,-27.4270585812297 -55.9222662765552,-27.4269194271114 -55.9247746920891,-27.4230694269574 -55.9242782348479))"
6481;14;Misiones;MISIONES;1;Capital;MISIONES;33.58830434782608;230;0.3033;758.3251;22;2.4537;309.05433335830685;1;"POLYGON((-27.4233013584773 -55.9216391726716,-27.4235564825865 -55.9186865585536,-27.4273136966577 -55.919313662437,-27.4271513505444 -55.9222924058837,-27.4233013584773 -55.9216391726716))"
6482;14;Misiones;MISIONES;1;Capital;MISIONES;33.58714285714285;63;0.3033;207.7151;4;2.4537;84.65401305028871;1;"POLYGON((-27.4235796756581 -55.9187126878821,-27.4239275711477 -55.9155510391361,-27.4276847725916 -55.9161781430197,-27.4273368889401 -55.9192875331087,-27.4235796756581 -55.9187126878821))"
6483;14;Misiones;MISIONES;1;Capital;MISIONES;33.85999999999999;64;0.3033;211.0122;4;2.4537;85.99772754290461;1;"POLYGON((-27.4240899220011 -55.9137742447996,-27.4279862708695 -55.914009408756,-27.427707964796 -55.9161520136912,-27.4239739571302 -55.9155510391361,-27.4240899220011 -55.9137742447996))"
6484;14;Misiones;MISIONES;1;Capital;MISIONES;31.818787878787884;33;0.3033;108.8032;1;2.4537;44.34257826406821;1;"POLYGON((-27.4237884130834 -55.9136697274857,-27.4239275711477 -55.9135652101718,-27.4240667290367 -55.9126245543466,-27.4239507641414 -55.9126245543466,-27.4239043781492 -55.9121280971055,-27.4241363079154 -55.9119451918061,-27.4240899220011 -55.9111351826234,-27.4257134174062 -55.9111613119519,-27.4282413841539 -55.9112658292658,-27.4280094630106 -55.913957150099,-27.4237884130834 -55.9136697274857))"
6485;14;Misiones;MISIONES;1;Capital;MISIONES;33.17785714285714;14;0.3033;46.1589;2;2.4537;18.812002899883023;1;"POLYGON((-27.4279603526592 -55.9143293462608,-27.4282650075156 -55.9108299881752,-27.4292235502384 -55.9110643949368,-27.4301746541712 -55.911767615222,-27.4309399896673 -55.9128057023096,-27.4313486617882 -55.9137768160366,-27.4313858137242 -55.9147646731039,-27.4279603526592 -55.9143293462608))"
6486;14;Misiones;MISIONES;1;Capital;MISIONES;33.99481818181819;110;0.3033;362.6772;11;2.4537;147.8085942146475;1;"POLYGON((-27.4258025215483 -55.9342629533213,-27.4259943265131 -55.9327503082734,-27.428323360212 -55.9330590113444,-27.4280219586186 -55.9362849584359,-27.4278849576224 -55.9362849584359,-27.4275013539284 -55.9359608202114,-27.4258025215483 -55.9342629533213))"
6487;14;Misiones;MISIONES;1;Capital;MISIONES;34.53078124999998;129;0.3033;425.3215;12;2.4537;173.33916957924023;1;"POLYGON((-27.4259943265131 -55.9327657434271,-27.4261998314628 -55.9305430813162,-27.4285562608796 -55.9308363492335,-27.4283096601574 -55.9330744464979,-27.4259943265131 -55.9327657434271))"
6488;14;Misiones;MISIONES;1;Capital;MISIONES;34.95487804878049;41;0.3033;135.1797;7;2.4537;55.09229420703317;1;"POLYGON((-27.4262272320939 -55.9305893867768,-27.4266656412661 -55.9263138492439,-27.4298714554285 -55.9268232093111,-27.4299947541141 -55.926931255386,-27.4295426582602 -55.9310524413833,-27.4262272320939 -55.9305893867768))"
6489;14;Misiones;MISIONES;1;Capital;MISIONES;34.50824561403509;114;0.3033;375.8655;14;2.4537;153.18345218633377;1;"POLYGON((-27.427802756943 -55.9362540881288,-27.4280630588844 -55.9362849584359,-27.4281863595897 -55.9345407860851,-27.4301591521474 -55.9348031836953,-27.4297618564812 -55.9384767502399,-27.429624857644 -55.9383532690115,-27.427802756943 -55.9362540881288))"
